Bandit,Reward,Algorithm
693,3,EpsilonGreedy
694,3,EpsilonGreedy
695,3,EpsilonGreedy
696,3,EpsilonGreedy
697,3,EpsilonGreedy
698,3,EpsilonGreedy
699,3,EpsilonGreedy
700,3,EpsilonGreedy
701,3,EpsilonGreedy
702,3,EpsilonGreedy
703,3,EpsilonGreedy
704,3,EpsilonGreedy
705,3,EpsilonGreedy
706,3,EpsilonGreedy
707,3,EpsilonGreedy
708,3,EpsilonGreedy
709,3,EpsilonGreedy
710,3,EpsilonGreedy
711,3,EpsilonGreedy
712,3,EpsilonGreedy
713,3,EpsilonGreedy
714,3,EpsilonGreedy
715,3,EpsilonGreedy
716,3,EpsilonGreedy
717,3,EpsilonGreedy
718,3,EpsilonGreedy
719,3,EpsilonGreedy
720,3,EpsilonGreedy
721,3,EpsilonGreedy
722,3,EpsilonGreedy
723,3,EpsilonGreedy
724,3,EpsilonGreedy
725,3,EpsilonGreedy
726,3,EpsilonGreedy
727,3,EpsilonGreedy
728,3,EpsilonGreedy
729,3,EpsilonGreedy
730,3,EpsilonGreedy
731,3,EpsilonGreedy
732,3,EpsilonGreedy
733,3,EpsilonGreedy
734,3,EpsilonGreedy
735,3,EpsilonGreedy
736,3,EpsilonGreedy
737,3,EpsilonGreedy
738,3,EpsilonGreedy
739,3,EpsilonGreedy
740,3,EpsilonGreedy
741,3,EpsilonGreedy
742,3,EpsilonGreedy
743,3,EpsilonGreedy
744,3,EpsilonGreedy
745,3,EpsilonGreedy
746,3,EpsilonGreedy
747,3,EpsilonGreedy
748,3,EpsilonGreedy
749,3,EpsilonGreedy
750,3,EpsilonGreedy
751,3,EpsilonGreedy
752,3,EpsilonGreedy
753,3,EpsilonGreedy
754,3,EpsilonGreedy
755,3,EpsilonGreedy
756,3,EpsilonGreedy
757,3,EpsilonGreedy
758,3,EpsilonGreedy
759,3,EpsilonGreedy
760,3,EpsilonGreedy
761,3,EpsilonGreedy
762,3,EpsilonGreedy
763,3,EpsilonGreedy
764,3,EpsilonGreedy
765,3,EpsilonGreedy
766,3,EpsilonGreedy
767,3,EpsilonGreedy
768,3,EpsilonGreedy
769,3,EpsilonGreedy
770,3,EpsilonGreedy
771,3,EpsilonGreedy
772,3,EpsilonGreedy
773,3,EpsilonGreedy
774,3,EpsilonGreedy
775,3,EpsilonGreedy
776,3,EpsilonGreedy
777,3,EpsilonGreedy
778,3,EpsilonGreedy
779,3,EpsilonGreedy
780,3,EpsilonGreedy
781,3,EpsilonGreedy
782,3,EpsilonGreedy
783,3,EpsilonGreedy
784,3,EpsilonGreedy
785,3,EpsilonGreedy
786,3,EpsilonGreedy
787,3,EpsilonGreedy
788,3,EpsilonGreedy
789,3,EpsilonGreedy
790,3,EpsilonGreedy
791,3,EpsilonGreedy
792,3,EpsilonGreedy
793,3,EpsilonGreedy
794,3,EpsilonGreedy
795,3,EpsilonGreedy
796,3,EpsilonGreedy
797,3,EpsilonGreedy
798,3,EpsilonGreedy
799,3,EpsilonGreedy
800,3,EpsilonGreedy
801,3,EpsilonGreedy
802,3,EpsilonGreedy
803,3,EpsilonGreedy
804,3,EpsilonGreedy
805,3,EpsilonGreedy
806,3,EpsilonGreedy
807,3,EpsilonGreedy
808,3,EpsilonGreedy
809,3,EpsilonGreedy
810,3,EpsilonGreedy
811,3,EpsilonGreedy
812,3,EpsilonGreedy
813,3,EpsilonGreedy
814,3,EpsilonGreedy
815,3,EpsilonGreedy
816,3,EpsilonGreedy
817,3,EpsilonGreedy
818,3,EpsilonGreedy
819,3,EpsilonGreedy
820,3,EpsilonGreedy
821,3,EpsilonGreedy
822,3,EpsilonGreedy
823,3,EpsilonGreedy
824,3,EpsilonGreedy
825,3,EpsilonGreedy
826,3,EpsilonGreedy
827,3,EpsilonGreedy
828,3,EpsilonGreedy
829,3,EpsilonGreedy
830,3,EpsilonGreedy
831,3,EpsilonGreedy
832,3,EpsilonGreedy
833,3,EpsilonGreedy
834,3,EpsilonGreedy
835,3,EpsilonGreedy
836,3,EpsilonGreedy
837,3,EpsilonGreedy
838,3,EpsilonGreedy
839,3,EpsilonGreedy
840,3,EpsilonGreedy
841,3,EpsilonGreedy
842,3,EpsilonGreedy
843,3,EpsilonGreedy
844,3,EpsilonGreedy
845,3,EpsilonGreedy
846,3,EpsilonGreedy
847,3,EpsilonGreedy
848,3,EpsilonGreedy
849,3,EpsilonGreedy
850,3,EpsilonGreedy
851,3,EpsilonGreedy
852,3,EpsilonGreedy
853,3,EpsilonGreedy
854,3,EpsilonGreedy
855,3,EpsilonGreedy
856,3,EpsilonGreedy
857,3,EpsilonGreedy
858,3,EpsilonGreedy
859,3,EpsilonGreedy
860,3,EpsilonGreedy
861,3,EpsilonGreedy
862,3,EpsilonGreedy
863,3,EpsilonGreedy
864,3,EpsilonGreedy
865,3,EpsilonGreedy
866,3,EpsilonGreedy
867,3,EpsilonGreedy
868,3,EpsilonGreedy
869,3,EpsilonGreedy
870,3,EpsilonGreedy
871,3,EpsilonGreedy
872,3,EpsilonGreedy
873,3,EpsilonGreedy
874,3,EpsilonGreedy
875,3,EpsilonGreedy
876,3,EpsilonGreedy
877,3,EpsilonGreedy
878,3,EpsilonGreedy
879,3,EpsilonGreedy
880,3,EpsilonGreedy
881,3,EpsilonGreedy
882,3,EpsilonGreedy
883,3,EpsilonGreedy
884,3,EpsilonGreedy
885,3,EpsilonGreedy
886,3,EpsilonGreedy
887,3,EpsilonGreedy
888,3,EpsilonGreedy
889,3,EpsilonGreedy
890,3,EpsilonGreedy
891,3,EpsilonGreedy
892,3,EpsilonGreedy
893,3,EpsilonGreedy
894,3,EpsilonGreedy
895,3,EpsilonGreedy
896,3,EpsilonGreedy
897,3,EpsilonGreedy
898,3,EpsilonGreedy
899,3,EpsilonGreedy
900,3,EpsilonGreedy
901,3,EpsilonGreedy
902,3,EpsilonGreedy
903,3,EpsilonGreedy
904,3,EpsilonGreedy
905,3,EpsilonGreedy
906,3,EpsilonGreedy
907,3,EpsilonGreedy
908,3,EpsilonGreedy
909,3,EpsilonGreedy
910,3,EpsilonGreedy
911,3,EpsilonGreedy
912,3,EpsilonGreedy
913,3,EpsilonGreedy
914,3,EpsilonGreedy
915,3,EpsilonGreedy
916,3,EpsilonGreedy
917,3,EpsilonGreedy
918,3,EpsilonGreedy
919,3,EpsilonGreedy
920,3,EpsilonGreedy
921,3,EpsilonGreedy
922,3,EpsilonGreedy
923,3,EpsilonGreedy
924,3,EpsilonGreedy
925,3,EpsilonGreedy
926,3,EpsilonGreedy
927,3,EpsilonGreedy
928,3,EpsilonGreedy
929,3,EpsilonGreedy
930,3,EpsilonGreedy
931,3,EpsilonGreedy
932,3,EpsilonGreedy
933,3,EpsilonGreedy
934,3,EpsilonGreedy
935,3,EpsilonGreedy
936,3,EpsilonGreedy
937,3,EpsilonGreedy
938,3,EpsilonGreedy
939,3,EpsilonGreedy
940,3,EpsilonGreedy
941,3,EpsilonGreedy
942,3,EpsilonGreedy
943,3,EpsilonGreedy
944,3,EpsilonGreedy
945,3,EpsilonGreedy
946,3,EpsilonGreedy
947,3,EpsilonGreedy
948,3,EpsilonGreedy
949,3,EpsilonGreedy
950,3,EpsilonGreedy
951,3,EpsilonGreedy
952,3,EpsilonGreedy
953,3,EpsilonGreedy
954,3,EpsilonGreedy
955,3,EpsilonGreedy
956,3,EpsilonGreedy
957,3,EpsilonGreedy
958,3,EpsilonGreedy
959,3,EpsilonGreedy
960,3,EpsilonGreedy
961,3,EpsilonGreedy
962,3,EpsilonGreedy
963,3,EpsilonGreedy
964,3,EpsilonGreedy
965,3,EpsilonGreedy
966,3,EpsilonGreedy
967,3,EpsilonGreedy
968,3,EpsilonGreedy
969,3,EpsilonGreedy
970,3,EpsilonGreedy
971,3,EpsilonGreedy
972,3,EpsilonGreedy
973,3,EpsilonGreedy
974,3,EpsilonGreedy
975,3,EpsilonGreedy
976,3,EpsilonGreedy
977,3,EpsilonGreedy
978,3,EpsilonGreedy
979,3,EpsilonGreedy
980,3,EpsilonGreedy
981,3,EpsilonGreedy
982,3,EpsilonGreedy
983,3,EpsilonGreedy
984,3,EpsilonGreedy
985,3,EpsilonGreedy
986,3,EpsilonGreedy
987,3,EpsilonGreedy
988,3,EpsilonGreedy
989,3,EpsilonGreedy
990,3,EpsilonGreedy
991,3,EpsilonGreedy
992,3,EpsilonGreedy
993,3,EpsilonGreedy
